UserId;WineId;Rating
1;16132;3
1;20821;4
1;32812;4
1;15388;5
1;20338;1
1;32611;3
1;23456;1
1;7835;1
1;5147;1
1;12748;5
1;20157;1
1;5237;3
1;8245;0
1;6682;2
1;20797;0
1;32834;3
1;243;0
1;9600;1
1;31672;2
1;32459;0
1;125;0
1;29376;0
1;7265;3
1;25798;2
1;15597;2
1;10524;5
1;32164;4
1;9559;3
1;29241;4
1;3935;5
1;11719;5
1;4630;0
1;5069;3
1;9394;1
1;21108;3
1;7116;2
1;32683;2
1;21746;4
1;10991;5
1;20433;3
1;16172;3
1;23234;1
1;28763;2
1;23382;3
1;14867;2
1;3591;1
1;10514;4
1;2776;1
1;12861;5
1;27380;2
1;939;1
1;32158;0
1;23012;0
1;26504;5
1;23115;2
1;17426;0
1;10281;4
1;22454;3
1;10074;4
1;8298;4
1;19678;0
1;4284;3
1;3714;5
1;12573;4
1;15213;3
1;327;5
1;6003;2
1;31752;4
1;6517;0
1;27529;4
1;28564;5
1;20173;3
1;22880;0
1;31416;4
1;26726;2
1;26158;0
1;2291;2
1;17279;3
1;21443;5
1;17458;4
1;20855;0
1;3911;1
1;22418;0
1;26690;5
1;13621;4
1;24779;2
1;23158;1
1;10352;5
1;9250;5
1;1851;5
1;26045;5
1;25051;4
1;14098;1
1;24811;5
1;26396;0
1;15000;2
1;23094;3
1;2846;0
1;9710;1
1;26146;2
1;24516;0
1;16032;2
1;8914;0
1;3853;3
1;30335;1
2;20467;4
2;807;5
2;14604;0
2;8766;0
2;31141;2
2;985;3
2;20102;4
2;8358;4
2;11229;0
2;4058;1
2;6695;2
2;29928;2
2;31807;3
2;24503;0
2;23459;3
2;21927;5
2;11262;4
2;9578;3
2;21369;2
2;9824;1
2;10252;2
2;19063;4
2;4451;4
2;10264;2
2;22971;0
2;6305;5
2;28192;4
2;26814;3
2;19402;4
2;2252;3
2;6318;2
2;19100;1
2;25513;5
2;5035;1
2;31924;2
2;22361;1
2;20645;0
2;20833;2
2;13365;5
2;26469;1
2;9018;3
2;683;3
2;9278;0
2;20940;5
2;17444;3
2;12482;2
2;24274;3
2;22987;4
2;6869;5
2;8366;1
2;3112;5
2;11775;4
2;6466;4
2;16424;4
2;27238;2
2;20518;3
2;29688;3
2;4270;3
2;1189;3
2;11549;5
2;21345;1
2;10146;5
2;955;5
2;28506;4
2;10966;4
2;2674;0
2;8732;4
2;10627;1
2;14513;0
2;26605;0
2;5067;5
2;10939;3
2;20269;3
2;1600;5
2;5301;2
2;5387;4
2;4931;2
2;16826;4
2;6500;2
2;22409;4
2;6921;0
2;28645;3
2;14470;1
2;1651;0
2;2389;3
2;18166;3
2;27607;2
2;2348;0
2;25171;1
2;9613;5
2;25330;3
2;21527;4
2;25684;0
2;7492;4
2;8342;2
2;3308;1
2;17632;2
2;32758;5
2;6550;4
2;1177;0
2;20788;5
2;347;2
2;21993;0
2;5031;0
2;26592;2
2;16905;0
2;12023;2
2;15046;2
2;20932;3
2;19096;1
2;11409;2
2;23828;2
2;15150;1
2;2419;2
2;19864;2
2;14168;4
2;27870;0
2;22851;0
2;12167;0
2;21459;1
2;22146;5
2;12392;4
2;2838;5
2;17156;4
2;5103;4
2;16435;4
2;23567;3
2;21232;0
2;11691;4
2;4594;1
2;31064;4
2;25708;1
2;32841;0
2;22124;0
2;11960;4
2;12949;0
2;5485;0
2;10209;1
2;12635;0
2;26419;5
2;8367;3
2;22182;5
2;17408;1
2;4990;3
2;31313;3
2;20567;5
2;4063;4
2;5244;2
2;24166;2
2;15103;3
2;21020;3
2;32285;2
2;28110;2
2;28318;1
2;5293;0
2;14056;4
2;2059;0
2;3699;4
2;17557;0
2;2609;0
2;6876;4
2;28692;2
2;8252;5
2;11200;2
2;18462;2
2;6627;0
2;21268;0
2;19810;0
2;18858;1
2;8812;0
2;2289;3
2;20603;5
2;11855;0
2;22021;1
2;4394;0
2;17285;5
2;20172;4
2;27748;3
2;18545;0
2;1337;4
2;4347;4
2;21208;1
2;26970;3
2;30789;1
2;5367;4
2;7979;1
2;16819;3
2;17859;5
2;11003;0
2;17692;4
2;14012;0
2;30586;3
2;21668;1
2;26010;3
2;16522;3
2;17971;3
2;7817;3
2;17959;2
2;16591;2
2;20782;2
2;24876;5
2;25659;0
2;15227;0
2;25370;1
2;13530;1
2;1553;2
2;29886;1
2;10869;4
2;10316;1
2;29506;3
2;25725;4
2;7885;4
2;5450;1
2;29481;3
2;19011;4
2;26465;3
2;13224;1
2;294;4
2;32212;5
2;15490;4
2;28738;1
2;29858;0
2;13684;4
2;30671;1
2;6888;1
2;24622;2
2;28430;2
2;31582;4
2;9331;1
2;11214;1
2;31903;2
2;22006;2
2;10932;4
2;1064;3
2;23767;2
2;317;5
2;2228;1
2;25921;5
2;11049;2
2;20194;0
2;5519;5
2;6444;2
2;17468;5
2;19619;3
2;7085;1
2;9138;4
2;15968;5
2;9755;1
2;14137;4
2;23350;5
2;6723;5
2;24428;0
2;16685;2
2;14333;4
2;3887;4
2;18215;5
2;9361;0
2;29377;2
2;8738;5
2;26919;5
2;10558;1
2;26687;3
2;28986;2
2;10136;0
2;2776;5
2;30367;2
2;24068;5
2;29743;3
2;21221;5
2;20266;5
2;16075;4
2;20376;5
2;25309;5
2;22491;5
2;26710;3
2;559;3
2;7280;0
2;10786;3
2;23193;2
2;31467;1
2;14647;2
2;15539;0
2;31259;4
2;29942;2
2;7918;4
2;16800;5
2;10080;4
2;32536;3
2;1468;5
2;20145;3
2;9925;3
2;25632;4
2;5382;0
2;9628;1
2;7639;2
2;26370;3
2;25371;1
2;23441;4
2;29783;5
2;23804;4
2;11035;4
2;17621;5
2;27462;2
2;21739;5
2;29069;1
2;919;4
2;982;2
2;81;0
2;1957;0
2;32692;0
2;6032;3
2;24723;0
2;8228;1
2;546;1
2;31412;3
2;30014;4
2;26417;3
2;19050;5
2;17955;4
2;11679;0
2;4821;2
2;16142;4
2;3220;3
2;22572;0
2;19360;0
2;15403;1
2;1471;0
2;21343;1
2;23672;2
2;16115;3
2;7281;2
2;25469;0
2;9013;2
2;10234;2
2;16714;3
2;13919;3
2;24241;0
2;4001;3
2;7058;3
2;26019;0
2;22953;4
2;196;2
2;8113;5
2;27490;0
2;9561;5
2;13355;5
2;29873;4
2;2678;3
2;16370;5
2;21271;5
2;13268;0
2;19851;3
2;32846;1
2;18614;2
2;14384;4
2;2296;3
2;12913;4
2;16377;4
2;3595;5
2;6760;1
2;1991;1
2;12074;5
2;16726;1
2;32125;4
2;11974;3
2;10057;5
2;18350;3
2;8047;3
2;11113;4
2;2453;3
2;32536;5
2;13291;5
2;13962;0
2;24466;0
2;23186;1
2;30100;2
2;281;3
2;195;4
2;12858;2
2;31806;1
2;26579;5
2;27431;1
2;15559;4
2;26643;4
2;25855;4
2;12402;4
2;19429;0
2;1624;2
2;14474;5
2;10779;0
2;7451;1
2;20720;2
2;11369;4
2;18557;3
2;19817;4
2;3915;4
2;22602;2
2;14349;1
2;14836;3
2;5595;4
2;7527;1
2;15620;2
2;9409;1
2;15809;1
2;22030;4
2;27255;5
2;365;4
2;25602;4
2;22884;4
2;16638;3
2;8181;5
2;3940;3
2;2686;3
2;25243;5
2;18401;4
2;3540;1
2;31124;3
2;7363;1
2;15858;5
2;7953;4
2;10201;1
2;7297;1
2;6309;3
2;17089;2
2;16585;4
2;22694;3
2;28186;3
2;285;4
2;31051;3
2;28630;5
2;5872;2
2;17754;0
2;16668;2
2;5896;3
2;8558;0
2;16373;4
2;2500;0
2;1849;3
2;18554;0
2;1647;2
2;16307;5
2;1292;1
2;31283;5
2;19669;4
2;3036;5
2;14515;0
2;16454;4
2;18033;1
2;32489;5
2;13462;3
2;19418;4
2;25564;4
2;8491;2
2;21550;3
2;17877;0
2;4944;1
2;26216;4
2;28376;5
2;30810;0
2;1297;1
2;26253;0
2;26775;0
2;24085;1
2;1690;2
2;26560;5
2;11502;1
2;30195;5
2;8011;5
2;10556;0
2;11012;4
2;23113;1
2;26849;3
2;504;4
2;26357;3
2;22188;5
2;20648;0
2;9917;3
2;153;0
2;9374;5
2;29264;0
2;12198;4
2;23262;0
2;22689;0
2;17756;2
2;545;1
2;28768;4
2;21194;1
2;20005;0
2;7353;5
2;4664;1
2;9346;5
2;17429;1
2;12853;2
2;20520;0
2;32059;5
2;15576;0
2;10884;2
2;14836;3
2;9649;3
2;19010;0
3;18288;3
3;3086;0
3;19347;1
3;28989;3
3;26163;3
3;20772;2
3;20930;2
3;3704;0
3;3724;0
3;13688;2
3;25790;5
3;1986;5
3;24891;4
3;6790;1
3;20560;3
3;27175;0
3;31217;5
3;31252;4
3;15492;2
3;28257;4
3;11865;4
3;25802;2
3;1407;3
3;19531;0
3;30622;5
3;23049;0
3;22828;1
3;16215;0
3;13655;3
3;19401;0
3;6617;4
3;22835;5
3;14974;3
3;1366;3
3;12250;5
3;3048;3
3;12724;2
3;16586;4
3;1304;2
3;6759;2
3;10841;1
3;6977;2
3;20156;1
3;18878;1
3;28162;5
3;24908;0
3;22581;0
3;27693;4
3;24506;5
3;3101;4
3;31344;0
3;1764;5
3;22614;3
3;19016;5
3;11665;5
3;4816;0
3;10717;1
3;29920;5
3;12159;0
3;7125;5
3;28647;0
3;26411;4
3;20966;1
3;13691;1
3;30485;1
3;18903;1
3;25872;5
3;4628;3
3;16979;5
3;12203;5
3;2826;1
3;1946;1
3;14414;1
3;7623;2
3;11857;3
3;22312;4
3;14969;5
3;6035;4
3;2320;5
3;4873;0
3;18745;0
3;23152;2
3;26858;5
3;26068;5
3;25332;0
3;8459;2
3;18100;0
3;9396;0
3;12005;0
3;31832;2
3;5747;1
3;21429;2
3;28715;2
3;18214;3
3;31833;4
3;25253;5
3;15174;2
3;10312;1
3;5437;0
3;31261;0
3;13301;2
3;14331;1
3;25945;4
3;13380;0
3;12760;0
3;28076;3
3;5955;1
3;26195;1
3;21667;1
3;10234;1
3;29532;4
3;27124;1
3;26437;0
3;14370;3
3;6741;5
3;32132;3
3;29543;1
3;12143;4
3;31280;1
3;4281;1
3;19612;0
3;12951;2
3;20384;3
3;10156;1
3;22918;5
3;24229;3
3;30138;3
3;8401;3
3;32515;1
3;27346;4
3;12943;4
3;16616;5
3;13585;2
3;18541;3
3;2974;4
3;10616;1
3;26334;2
3;7643;4
3;9173;5
3;8195;1
3;505;4
3;3358;4
3;24995;2
3;12591;3
3;30096;4
3;27661;1
3;19381;1
3;28515;2
3;7735;3
3;2095;2
3;31731;5
3;6522;1
3;6013;2
3;29327;0
3;22433;5
3;11973;3
3;24563;5
3;65;3
3;6898;1
3;32609;4
3;7094;2
3;27088;1
3;22529;0
3;8121;2
3;8008;2
3;14419;3
3;26432;0
3;19564;3
3;7369;3
3;31733;2
3;23005;1
3;28598;5
3;242;2
3;21171;4
3;15018;0
3;17405;4
3;5205;3
3;28278;2
3;19252;3
3;24641;0
3;7325;3
3;1895;4
3;9057;3
3;19190;2
3;17097;4
3;16065;4
3;1191;3
3;4691;2
3;29985;2
3;17616;2
3;14149;4
3;25638;2
3;30108;0
3;30026;2
3;28288;5
3;15718;0
3;8426;4
3;11888;3
3;30500;2
3;10293;2
3;9174;4
3;16835;1
3;17712;3
3;1623;3
3;18368;1
3;22665;0
3;1469;2
3;3249;1
3;7075;5
3;11811;5
3;13543;5
3;6726;4
3;7622;1
3;25537;5
3;4977;4
3;21109;3
3;9789;5
3;11529;0
3;27747;1
3;28047;0
3;14393;0
3;26985;1
3;1151;0
3;20645;4
3;7446;3
3;20972;0
3;3927;5
3;13221;4
3;23618;3
3;22261;4
3;17320;2
3;3775;4
3;15182;1
3;26209;0
3;28245;3
3;3794;1
3;1438;5
3;14975;1
3;29008;2
3;16831;3
3;30922;3
3;15662;2
3;3819;2
3;6339;2
3;6566;2
3;27023;3
3;15840;5
3;17935;3
3;28451;0
3;13552;2
3;17665;2
3;22312;1
3;9554;0
3;19595;4
3;28496;2
3;8855;2
3;8870;2
3;32270;5
3;21590;0
3;26947;2
3;13845;0
3;31982;4
3;10253;4
3;22717;5
3;19526;4
3;12589;3
3;2496;1
3;28601;0
3;12132;1
3;20845;0
3;524;2
3;6398;1
3;54;5
3;7087;3
3;28413;4
3;9977;2
3;440;1
3;1807;5
3;26185;5
3;23220;2
3;21053;5
3;23471;0
3;3484;2
3;12043;1
3;27299;4
3;21405;0
3;31976;4
3;860;3
3;21912;3
3;23347;2
3;28795;0
3;14307;3
3;10752;5
3;3042;0
3;1332;2
3;6596;2
3;12218;3
3;28736;5
3;23799;4
3;9661;2
3;875;0
3;20959;1
3;27876;1
3;10951;2
3;31946;0
3;4747;0
3;6440;0
3;22212;3
3;32192;0
3;29368;1
3;23948;2
3;13304;1
3;32609;5
3;29269;3
3;21193;1
3;26364;1
3;10106;3
3;26091;1
3;14846;1
3;29819;4
3;21075;5
3;24994;4
3;24194;5
3;21581;1
3;24191;0
3;31803;0
3;18783;4
3;8733;0
3;23603;2
3;4634;3
3;8542;1
3;29216;3
3;31387;1
3;26859;1
3;13056;4
3;32745;2
3;5734;2
3;9385;1
3;24580;4
3;16639;5
3;17506;1
3;15935;0
3;10160;2
3;31127;0
3;598;4
3;11423;3
3;13140;0
3;5406;4
3;11245;3
3;31871;2
3;24343;3
3;24456;3
3;12825;3
3;7676;3
3;10339;3
3;10292;4
3;1954;1
3;7981;2
3;13467;0
3;883;4
3;25480;2
3;29243;3
3;16082;4
3;15878;2
3;18565;3
3;30770;5
3;8844;4
3;8913;2
3;17820;1
3;12492;3
3;7198;5
3;16849;0
3;15502;1
3;21086;2
3;19826;4
3;24294;3
3;32037;1
3;22057;4
3;1006;2
3;30604;1
3;31503;0
3;2490;1
3;31860;1
3;30288;0
3;3597;1
3;22481;0
3;15124;0
3;18310;5
3;7261;4
3;8995;0
3;30653;4
3;30282;0
3;29312;2
3;9208;0
3;7524;1
3;7856;0
3;7049;1
3;23561;3
3;24254;0
3;21656;0
3;29899;2
3;16564;0
3;2936;2
3;21307;0
3;12519;2
3;31515;5
3;3690;5
3;6829;5
3;21529;5
3;27352;1
3;21102;4
3;8037;2
3;28245;2
3;25994;5
3;31017;1
3;17465;3
3;27965;4
3;31564;3
3;17125;0
3;10700;0
3;7557;1
3;21490;1
3;29154;4
3;1961;3
3;24894;5
3;25652;2
3;22345;5
3;25218;1
3;28741;2
3;15232;4
3;220;2
3;20217;1
3;4510;2
3;31563;3
3;31918;3
3;16786;2
3;16891;5
3;10391;2
3;2199;3
3;572;5
3;27996;5
3;21273;4
3;11276;5
3;1385;1
3;13724;1
3;27851;5
3;20487;2
3;22653;4
3;21584;1
3;3762;2
3;31415;2
3;27243;2
3;20302;2
3;24743;4
3;28886;4
3;23533;2
3;1408;0
3;27591;1
3;8767;1
3;1080;0
3;11733;3
3;24328;5
3;14285;0
3;17460;1
3;30144;2
3;19680;2
3;4459;2
3;15570;1
3;31124;5
3;11337;0
3;27340;3
3;3932;3
3;10220;0
3;28995;2
3;27828;3
3;17206;4
3;18672;5
3;12257;1
3;3055;3
3;29101;3
3;23208;1
3;10491;2
3;19578;5
3;16178;0
3;5985;1
3;14617;3
3;32493;4
3;12739;5
3;21712;0
3;5234;0
3;16519;2
3;21943;0
3;6703;0
3;5066;3
3;24085;2
3;3964;0
3;23089;1
3;20455;1
3;25977;1
3;9412;4
4;25927;0
4;2621;1
4;4996;2
4;12593;2
4;11884;0
4;10291;5
4;26374;0
4;29576;0
4;10401;0
4;223;2
4;16784;5
4;9299;3
4;23560;3
4;14093;3
4;16585;0
4;9206;3
4;24279;3
4;8020;1
4;11482;3
4;29422;3
4;25550;0
4;11430;2
4;25848;0
4;27973;3
4;8533;3
4;2189;0
4;12805;4
4;6946;0
4;12599;5
4;12053;4
4;17773;2
4;830;1
4;29131;2
4;28613;2
4;6926;2
4;15081;5
4;5567;3
4;32475;3
4;1467;1
4;20972;3
4;23235;2
4;29034;1
4;13600;4
4;26318;3
4;2788;5
4;23569;4
4;27880;4
4;8300;0
4;20922;0
4;18807;4
4;26436;5
4;12459;3
4;2271;3
4;2714;2
4;16837;1
4;504;5
4;8554;3
4;28978;4
4;4051;1
4;30343;2
4;22900;3
4;21454;1
4;25080;5
4;14100;4
4;8645;0
4;15967;3
4;26990;1
4;27342;1
4;18379;1
4;21189;5
4;9958;1
4;22562;2
4;14139;0
4;25371;2
4;3360;2
4;2200;1
4;26952;2
4;26083;5
4;12106;1
4;10300;0
4;676;3
4;6737;2
4;12385;2
4;15732;3
4;8779;0
4;29786;2
4;19543;4
4;20442;1
4;21631;0
4;18136;1
4;6863;5
4;9488;3
4;247;1
4;2083;1
4;20509;0
4;4449;2
4;30259;1
4;15932;5
4;30347;0
4;31158;0
4;4754;4
4;3855;1
4;8366;1
4;10764;3
4;12337;4
4;21620;1
4;24727;0
4;6251;4
4;27616;0
4;1280;3
4;6348;0
4;9988;5
4;12062;0
4;29686;0
4;23350;4
4;32788;4
4;17351;1
4;15116;2
4;11990;0
4;20173;5
4;5063;1
4;26872;5
4;11171;2
4;32200;4
4;23890;3
4;30226;1
4;1129;2
4;10597;3
4;32215;1
4;7802;3
4;28005;1
4;22967;3
4;13354;4
4;2979;0
4;11870;1
4;22901;1
4;19858;3
4;3914;2
4;4405;0
4;32495;3
4;12623;1
4;32364;2
4;9289;0
4;10043;4
4;28914;1
4;13378;5
4;6202;4
4;15128;1
4;23554;1
4;28961;3
4;30589;1
4;27498;2
4;29809;1
4;3934;0
4;11014;3
4;18622;2
4;13757;0
4;26351;0
4;22273;2
4;29744;4
4;16052;1
4;5503;5
4;7796;1
4;32332;0
4;21927;5
4;16566;0
4;8756;5
4;4621;5
4;13595;5
4;24447;3
4;22887;0
4;5389;1
4;11182;3
4;31197;3
4;10414;2
4;7753;3
4;25084;3
4;24606;2
4;3093;4
4;7684;2
4;22793;1
4;8541;2
4;32831;1
4;32395;3
4;20029;2
4;25609;4
4;8757;0
4;26958;0
4;17965;3
4;15829;2
4;1314;1
4;11784;0
4;2994;3
4;12175;3
4;13855;3
4;7871;1
4;28745;4
4;18460;1
4;4565;1
4;3564;4
4;13567;5
4;12691;3
4;16319;0
4;13410;1
4;4256;1
4;14398;4
4;27193;4
4;9260;1
4;18606;2
4;7039;2
4;21688;4
4;29625;4
4;20569;3
4;19500;3
4;30857;3
4;17991;0
4;27190;4
4;10627;3
4;14869;3
4;15881;2
4;17236;5
4;11063;2
4;26904;2
4;14225;2
4;2642;1
4;31135;0
4;27952;1
4;1291;5
4;2623;4
4;12529;5
4;11612;1
4;20513;5
4;25759;4
4;26894;2
4;3792;5
4;30224;2
4;16857;5
4;32467;4
4;25263;4
4;22223;2
4;1931;3
4;3022;4
4;20240;4
4;19166;0
4;32672;5
4;28125;4
4;1238;3
4;2167;3
4;15573;1
4;7905;5
4;18352;3
4;13227;5
4;15343;0
4;24348;1
4;32011;2
4;32628;0
4;28710;5
4;19564;3
4;17698;5
4;14760;4
4;22778;4
4;4898;3
4;21589;0
4;19609;2
4;32402;2
4;14161;4
4;8525;0
4;19998;0
4;9187;1
4;21304;3
4;6657;4
4;31887;4
4;19409;4
4;27227;1
4;8809;3
4;6527;2
4;13923;4
4;1346;2
4;27878;4
4;32298;3
4;16895;4
4;13149;2
4;594;5
4;28373;5
4;20292;0
4;2878;4
4;18560;1
4;18821;0
4;24978;5
4;17170;0
4;30793;4
4;7256;2
4;27379;3
4;22888;1
4;8521;3
4;498;0
4;21555;5
4;20203;1
4;1563;2
4;10580;3
4;5780;2
4;14425;4
4;17116;2
4;23990;5
4;13643;1
4;484;0
4;24509;4
4;12564;0
4;11339;3
4;6296;5
4;10170;5
4;30935;4
4;23492;1
4;27699;0
4;15961;4
4;21757;1
4;18979;4
4;10756;2
4;31682;3
4;10423;1
4;18414;5
4;1466;3
4;23639;5
4;5363;0
4;23944;0
4;24557;4
4;12710;4
4;27160;5
4;9862;5
4;27291;3
4;1444;2
4;18473;2
4;2629;3
4;6196;4
4;26238;5
4;23202;4
4;14273;2
4;11123;2
4;6490;1
4;1597;5
4;30474;1
4;16058;1
4;12284;4
4;11064;3
4;20169;3
4;11042;5
4;5843;2
4;19925;0
4;30829;4
4;12542;2
4;15937;2
4;7904;0
4;5552;1
4;18637;4
4;6924;1
4;8576;1
4;28300;0
4;1760;4
4;25039;5
4;29556;1
4;15528;0
4;10150;2
4;29396;3
4;7914;5
4;7546;3
4;20778;1
4;16277;1
4;31520;4
4;21821;0
4;9005;3
4;4771;0
4;5273;3
4;27646;1
4;24109;2
4;31908;1
4;5696;5
4;28844;1
4;12229;0
4;13293;2
4;9920;1
4;28118;4
4;386;5
4;81;3
4;9699;5
4;9208;5
4;608;2
4;10230;4
4;29280;0
4;12844;2
4;16588;4
4;5090;4
4;28771;3
4;12464;5
4;5920;5
4;6715;1
4;10438;4
4;15204;3
4;20006;5
4;26520;1
4;8805;2
4;22176;0
4;26589;5
4;16819;5
4;5329;5
4;28179;0
4;25146;1
4;19806;4
4;22047;5
4;27272;0
4;9784;5
4;18564;3
4;6172;5
4;7060;0
4;5746;4
4;22977;1
4;20254;4
4;12580;0
4;19112;4
4;10506;5
4;30511;1
4;10215;1
4;27928;0
4;20818;1
4;32796;3
4;3599;0
4;31673;4
4;23198;1
4;22681;1
4;13319;5
4;15760;3
4;11842;1
4;32280;3
4;2788;2
4;3520;1
4;20579;1
4;6290;0
4;25242;5
4;30701;0
4;14110;2
4;11900;1
4;27020;5
4;17669;3
4;23507;0
4;5899;3
4;2058;3
4;26755;0
4;28953;2
4;16712;0
4;16879;0
4;31025;4
4;12720;4
4;31853;4
4;3367;4
4;24554;0
4;23403;4
4;23706;5
4;3290;0
4;22440;2
4;14504;1
4;8398;2
4;22784;4
4;24300;2
4;28410;4
4;12957;1
4;23329;3
4;7989;0
4;2156;5
4;14745;5
4;24080;3
4;15608;4
4;98;5
4;6301;4
4;9522;0
4;28098;0
4;25167;5
4;4353;3
4;28265;3
4;14561;5
4;32790;1
4;1362;4
4;26391;2
4;4863;3
4;4886;0
4;617;2
4;7479;2
4;21986;0
4;26061;5
4;13365;1
4;11846;2
4;31254;3
4;3537;5
4;5239;1
4;26958;1
4;3167;3
4;10210;1
4;25579;3
4;3481;0
4;9496;2
4;32282;0
4;29679;3
5;1431;2
5;31944;0
5;7326;0
5;29342;2
5;21220;2
